condition,lesion,seed,steps,total_eats,eat_rate_pct,total_danger,danger_rate_pct,deaths,total_shelter,total_sleep_steps,awakenings,final_mirror,final_awareness_idx,final_continuity,final_presence,final_collapse_index,final_closure_depth,ms_per_step,elapsed_s
no-mushroom,mushroom,20,5000,242,4.84,47,0.9400000000000001,0,31,1208,18,0.6012888250803603,0.9545454545454546,0.9998590648174286,0.9656249617849755,0.8935161042755,2,6.225451850891114,31.127259254455566
no-mushroom,mushroom,22,5000,229,4.58,31,0.62,0,18,1208,22,0.5793778258806835,0.8285714285714286,0.9992533922195435,0.9666805401188665,0.9057600359676099,2,6.193939208984375,30.969696044921875
no-mushroom,mushroom,21,5000,240,4.8,36,0.72,0,17,1208,17,0.5493010253804992,0.6875,0.9990839958190918,0.9619759114388735,0.897616637172718,3,6.3872294425964355,31.936147212982178
no-mushroom,mushroom,23,5000,216,4.32,46,0.9199999999999999,0,27,1208,24,0.6186277964331459,0.0,0.9992629587650299,0.9652342259938116,0.8967226531199863,3,6.165401792526245,30.827008962631226
no-mushroom,mushroom,24,5000,241,4.82,44,0.88,0,15,1208,22,0.5710108899081066,0.8571428571428571,0.9995481073856354,0.9631019979352877,0.8753625373154917,2,6.323204565048218,31.61602282524109
no-mushroom,mushroom,25,5000,248,4.96,37,0.74,0,22,1208,21,0.5794228749623721,0.7647058823529411,0.9995749890804291,0.9626202776177363,0.8976241806563533,1,6.262725973129273,31.313629865646362
no-mushroom,mushroom,27,5000,190,3.8,33,0.66,0,17,1208,23,0.5747947748897836,0.0,0.999689370393753,0.9639211974859917,0.8815044606408624,3,5.9364851951599125,29.68242597579956
no-mushroom,mushroom,26,5000,253,5.06,36,0.72,0,37,1208,22,0.5979532601712829,0.8333333333333334,0.9998295605182648,0.9657149000478379,0.8954534240089739,2,6.373602342605591,31.868011713027954
no-mushroom,mushroom,29,5000,233,4.66,33,0.66,0,10,1208,19,0.5616280743986787,0.7837837837837838,0.9978586137294769,0.9645844892499115,0.9013535512999825,1,6.259577226638794,31.29788613319397
no-mushroom,mushroom,28,5000,261,5.220000000000001,41,0.8200000000000001,0,14,1208,25,0.5515633292240818,0.7619047619047619,0.9996868073940277,0.9703165789213601,0.9023298797672099,1,6.28372278213501,31.41861391067505
no-mushroom,mushroom,30,5000,240,4.8,33,0.66,0,33,1208,20,0.5884689677343526,0.7857142857142857,0.9998458027839661,0.9680684666767304,0.8839707821520131,3,6.303150844573975,31.515754222869873
no-central-complex,central_complex,1,5000,231,4.62,35,0.7000000000000001,0,13,1208,27,0.5657873304288346,0.7741935483870968,0.9998796284198761,0.9693997648898574,0.9019865460822175,3,6.237759590148926,31.18879795074463
no-central-complex,central_complex,2,5000,229,4.58,34,0.6799999999999999,0,29,1208,19,0.6090804967475139,1.0,0.9996557831764221,0.9658683691133961,0.898020413214147,2,6.177608346939087,30.888041734695435
no-central-complex,central_complex,3,5000,228,4.5600000000000005,40,0.8,0,19,1208,17,0.5672813453331541,0.6666666666666666,0.999367743730545,0.971394123047766,0.8783431043054603,2,6.092518424987793,30.462592124938965
no-central-complex,central_complex,4,5000,211,4.22,35,0.7000000000000001,0,12,1208,20,0.5638086905438942,0.8571428571428571,0.9996986389160156,0.9784030583572287,0.8987456438592849,3,6.09637770652771,30.48188853263855
no-central-complex,central_complex,5,5000,248,4.96,41,0.8200000000000001,0,29,1208,24,0.5705644506972192,0.925,0.9999417662620544,0.9670118205773922,0.8948728338106954,3,6.375556564331054,31.877782821655273
no-central-complex,central_complex,6,5000,250,5.0,33,0.66,0,3,1208,17,0.5371308989464982,0.8,0.999845415353775,0.9779262504256118,0.8949235001940844,3,6.207126140594482,31.035630702972412
no-central-complex,central_complex,7,5000,258,5.16,20,0.4,0,38,1208,22,0.5823662397452194,0.65,0.999535322189331,0.9641536461042941,0.8800473636034458,3,6.278663635253906,31.39331817626953
no-central-complex,central_complex,8,5000,220,4.3999999999999995,55,1.0999999999999999,0,15,1208,21,0.5389760173687435,0.8148148148148148,0.9996904134750366,0.9664759791917513,0.9065377304665753,3,6.132994079589844,30.66497039794922
no-central-complex,central_complex,9,5000,248,4.96,39,0.7799999999999999,0,20,1208,18,0.5796784478390142,0.6470588235294118,0.9988192319869995,0.9643294087826433,0.9075437646950518,3,6.238040161132813,31.190200805664062
no-central-complex,central_complex,11,5000,230,4.6,32,0.64,0,24,1208,17,0.5594877749872609,0.56,0.9995512962341309,0.9614994701762556,0.9052100889613985,3,6.161855983734131,30.809279918670654
no-central-complex,central_complex,10,5000,251,5.0200000000000005,39,0.7799999999999999,0,7,1208,19,0.5876328843625687,0.9230769230769231,0.9997552931308746,0.97034046873315,0.879997813749898,3,6.27319073677063,31.36595368385315
no-central-complex,central_complex,12,5000,271,5.42,49,0.98,0,8,1208,18,0.562419232214665,0.9117647058823529,0.9998429119586945,0.9667885441376862,0.8867588659906007,3,6.488796663284302,32.44398331642151
no-central-complex,central_complex,13,5000,231,4.62,54,1.08,0,13,1208,23,0.5940551800852769,0.625,0.9997733235359192,0.9654079435633187,0.9028552251701674,3,6.154030418395996,30.77015209197998
no-central-complex,central_complex,14,5000,217,4.34,27,0.54,0,31,1208,18,0.5773081799192403,0.9090909090909091,0.999758392572403,0.9671528531750977,0.8949515169379381,3,6.1474761962890625,30.737380981445312
no-central-complex,central_complex,15,5000,259,5.18,29,0.58,0,11,1208,24,0.5896704362588048,0.25,0.9998244345188141,0.9670727125126433,0.8985058762780813,3,6.356004762649536,31.78002381324768
no-central-complex,central_complex,16,5000,250,5.0,38,0.76,0,11,1208,19,0.5897122887062907,1.0,0.9997159838676453,0.9722757499573496,0.8858341856747609,3,6.333967447280884,31.66983723640442
no-central-complex,central_complex,17,5000,234,4.68,37,0.74,0,15,1208,10,0.6073677418412778,0.813953488372093,0.9997262954711914,0.9711067039343257,0.8937668291095564,3,6.166881418228149,30.834407091140747
no-central-complex,central_complex,18,5000,250,5.0,38,0.76,0,13,1208,23,0.5891703435209961,0.8636363636363636,0.9994679093360901,0.9663083434223052,0.900379294668541,2,6.284121084213257,31.420605421066284
no-central-complex,central_complex,19,5000,234,4.68,47,0.9400000000000001,0,29,1208,23,0.5528739758123795,0.9642857142857143,0.9998763203620911,0.9633089748094575,0.8973113226111125,3,6.204740333557129,31.023701667785645
no-central-complex,central_complex,20,5000,264,5.28,41,0.8200000000000001,0,51,1208,21,0.5703520825341635,0.967741935483871,0.9996251463890076,0.9676799069177004,0.8794807455921049,3,6.34552493095398,31.727624654769897
no-central-complex,central_complex,21,5000,223,4.46,40,0.8,0,63,1208,22,0.5523633819767657,0.7297297297297297,0.9989574253559113,0.9627491009214295,0.8957914216011257,3,6.210202980041504,31.05101490020752
no-central-complex,central_complex,22,5000,251,5.0200000000000005,31,0.62,0,37,1208,13,0.5993889232850184,0.7714285714285715,0.997480720281601,0.9620584416254672,0.8952663135575777,1,6.272085905075073,31.360429525375366
no-central-complex,central_complex,23,5000,233,4.66,36,0.72,0,8,1208,11,0.625311407515108,0.8787878787878788,0.9994461238384247,0.9680849302356322,0.8916909495432825,3,6.187012481689453,30.935062408447266
no-central-complex,central_complex,24,5000,236,4.72,39,0.7799999999999999,0,30,1208,24,0.6119022915604577,0.75,0.9986183047294617,0.9662539724150903,0.8811841661103732,2,6.248940372467041,31.244701862335205
no-central-complex,central_complex,26,5000,212,4.24,37,0.74,0,19,1208,22,0.5710575673145809,0.7727272727272727,0.9996181726455688,0.9696668125567762,0.8994851424709193,2,6.027235269546509,30.136176347732544
no-central-complex,central_complex,25,5000,234,4.68,35,0.7000000000000001,0,11,1208,15,0.5793950270961765,0.78125,0.9999277889728546,0.9662093624951107,0.8959124845060937,3,6.204973411560059,31.024867057800293
no-central-complex,central_complex,27,5000,219,4.38,32,0.64,0,29,1208,18,0.4946721869708932,0.8125,0.9997680485248566,0.9667618134890728,0.8987481023748094,3,6.1478588581085205,30.739294290542603
no-central-complex,central_complex,28,5000,238,4.760000000000001,36,0.72,0,53,1208,21,0.6044007281195962,0.9714285714285714,0.9998063147068024,0.9667773434714624,0.8844073659790391,3,6.329583549499512,31.64791774749756
no-central-complex,central_complex,29,5000,255,5.1,23,0.45999999999999996,0,24,1208,19,0.5382404606568066,0.8888888888888888,0.9978334605693817,0.9639740477460765,0.8965340661684441,2,6.346592235565185,31.732961177825928
no-central-complex,central_complex,30,5000,281,5.62,34,0.6799999999999999,0,28,1208,20,0.5753263529491993,0.875,0.999859094619751,0.9657802079642017,0.8972140160549699,3,6.617870283126831,33.089351415634155
no-lateral-horn,lateral_horn,1,5000,241,4.82,28,0.5599999999999999,0,8,1208,17,0.5850685251791017,0.90625,0.9999746978282928,0.9704786051844037,0.8962020857582327,3,6.260176753997802,31.300883769989014
no-lateral-horn,lateral_horn,2,5000,221,4.42,42,0.84,0,16,1208,22,0.5563622363523661,0.9629629629629629,0.9993906915187836,0.9658807374520498,0.8686032734768918,2,6.073654556274414,30.36827278137207
no-lateral-horn,lateral_horn,3,5000,244,4.88,46,0.9199999999999999,0,14,1208,24,0.5805565580584813,0.7142857142857143,0.9988625645637512,0.9655568432757355,0.8841821951018024,1,6.1863524436950685,30.931762218475342
no-lateral-horn,lateral_horn,4,5000,214,4.279999999999999,53,1.06,0,16,1208,22,0.5753110914796684,0.5714285714285714,0.999295562505722,0.9687556033166459,0.8895641276005084,2,6.10381178855896,30.5190589427948
no-lateral-horn,lateral_horn,5,5000,222,4.44,48,0.96,0,57,1208,21,0.5590838285605757,0.9166666666666666,0.9999591112136841,0.9699886090612752,0.8856606433443829,3,6.2592144966125485,31.296072483062744
no-lateral-horn,lateral_horn,6,5000,259,5.18,42,0.84,0,46,1208,18,0.572899644728535,0.75,0.9994027614593506,0.9706294373258141,0.9017261553495615,2,6.3410803318023685,31.70540165901184
no-lateral-horn,lateral_horn,7,5000,213,4.26,40,0.8,0,40,1208,20,0.5657600541650719,0.7894736842105263,0.9994407594203949,0.9651040069644032,0.8889045206375819,3,6.1450958251953125,30.725479125976562
no-lateral-horn,lateral_horn,8,5000,236,4.72,54,1.08,0,41,1208,19,0.5462471343912126,0.8461538461538461,0.9985089898109436,0.9665380482942041,0.8877069458118523,2,6.1466187000274655,30.73309350013733
no-lateral-horn,lateral_horn,9,5000,244,4.88,54,1.08,0,27,1208,21,0.6297569883200113,0.9444444444444444,0.9992126226425171,0.965700917323894,0.8990631277675935,3,6.202970266342163,31.014851331710815
no-lateral-horn,lateral_horn,10,5000,260,5.2,34,0.6799999999999999,0,22,1208,22,0.6064928355582981,0.8214285714285714,0.9999837875366211,0.9664517558717883,0.9147077452829196,2,6.3403462886810305,31.70173144340515
no-lateral-horn,lateral_horn,11,5000,244,4.88,38,0.76,0,52,1208,13,0.5328970580021061,0.0,0.9995046257972717,0.9536393011140953,0.8878641780270811,3,6.2941321849823,31.4706609249115
no-lateral-horn,lateral_horn,12,5000,234,4.68,50,1.0,0,11,1208,21,0.5513447953705861,0.6666666666666666,0.9995769262313843,0.9651303956165275,0.8827833523865185,3,6.293104124069214,31.46552062034607
no-lateral-horn,lateral_horn,13,5000,242,4.84,39,0.7799999999999999,0,11,1208,24,0.612425102929651,0.7272727272727273,0.9996298849582672,0.9710997718070975,0.8935167377924217,3,6.113033103942871,30.565165519714355
no-lateral-horn,lateral_horn,14,5000,230,4.6,46,0.9199999999999999,0,34,1208,20,0.5494771734143371,0.8695652173913043,0.9995376169681549,0.9668035210613593,0.8951014794298517,3,6.175217771530152,30.876088857650757
no-lateral-horn,lateral_horn,16,5000,222,4.44,42,0.84,0,16,1208,24,0.5643629321235648,0.92,0.9996128678321838,0.9717176735265659,0.9074982726331653,3,6.129241895675659,30.646209478378296
no-lateral-horn,lateral_horn,15,5000,273,5.46,36,0.72,0,4,1208,22,0.5896733088915063,0.9591836734693877,0.9978498220443726,0.9660372047938377,0.9082804891338869,1,6.304841470718384,31.52420735359192
no-lateral-horn,lateral_horn,17,5000,246,4.92,39,0.7799999999999999,0,24,1208,30,0.5924317094281163,0.5263157894736842,0.9997328519821167,0.9636936383914306,0.9078332532687136,3,6.199994087219238,30.99997043609619
no-lateral-horn,lateral_horn,18,5000,210,4.2,33,0.66,0,14,1208,31,0.6146424414618346,0.8333333333333334,0.9998513758182526,0.9629832378545204,0.8972672251324729,2,6.032392406463623,30.161962032318115
no-lateral-horn,lateral_horn,19,5000,239,4.78,48,0.96,0,32,1208,23,0.5641650977014132,0.8333333333333334,0.9998365640640259,0.9691547789492367,0.8887309952976425,3,6.259757137298584,31.29878568649292
no-lateral-horn,lateral_horn,20,5000,260,5.2,53,1.06,0,27,1208,17,0.650416451614082,0.9487179487179487,0.9998321235179901,0.963113112265681,0.8953662677580795,3,6.340456199645996,31.70228099822998
no-lateral-horn,lateral_horn,21,5000,223,4.46,31,0.62,0,9,1208,10,0.5367125516532911,0.7407407407407407,0.999116063117981,0.9663652409211391,0.8907234838720038,3,6.1673496723175045,30.836748361587524
no-lateral-horn,lateral_horn,22,5000,234,4.68,29,0.58,0,46,1208,19,0.5897230549810208,0.6666666666666666,0.9990406334400177,0.9651070656780664,0.8962796430263343,2,6.164876985549927,30.824384927749634
no-lateral-horn,lateral_horn,23,5000,237,4.74,41,0.8200000000000001,0,36,1208,25,0.586752936978852,0.625,0.9999330043792725,0.9637363727903397,0.9024577203786605,3,6.265044355392456,31.32522177696228
no-lateral-horn,lateral_horn,24,5000,226,4.52,41,0.8200000000000001,0,23,1208,33,0.5598394249674433,0.9047619047619048,0.9998827576637268,0.9630301068062613,0.8615831013318574,3,6.245822334289551,31.229111671447754
no-lateral-horn,lateral_horn,25,5000,233,4.66,45,0.8999999999999999,0,7,1208,11,0.5809244838746869,0.8571428571428571,0.9998483955860138,0.9614237392272513,0.8920231533533409,2,6.134350872039795,30.671754360198975
no-lateral-horn,lateral_horn,26,5000,256,5.12,33,0.66,0,70,1208,23,0.5644562442993573,0.64,0.9995442628860474,0.964541018932225,0.9000234859686096,3,6.15969705581665,30.798485279083252
no-lateral-horn,lateral_horn,27,5000,201,4.02,38,0.76,0,15,1208,22,0.5362511864174592,0.7906976744186046,0.9998775124549866,0.9654821106762732,0.8958291448390963,3,5.991141700744629,29.955708503723145
no-lateral-horn,lateral_horn,28,5000,270,5.4,38,0.76,0,19,1208,26,0.5740041155744116,0.0,0.9992896914482117,0.9630013870537324,0.8884326518413032,3,6.400843095779419,32.004215478897095
no-lateral-horn,lateral_horn,29,5000,249,4.9799999999999995,42,0.84,0,41,1208,20,0.5757274520741131,0.9047619047619048,0.9998637735843658,0.9628482800837077,0.8929078867584004,3,6.2646918296813965,31.323459148406982
no-lateral-horn,lateral_horn,30,5000,216,4.32,45,0.8999999999999999,0,52,1208,21,0.5739073133251017,0.9090909090909091,0.9976083934307098,0.9656479004816225,0.89451156173867,2,6.186013126373291,30.930065631866455
no-vision,vision,1,5000,220,4.3999999999999995,38,0.76,0,44,1208,20,0.578889143031307,0.7096774193548387,0.999640941619873,0.9636676257823962,0.8885194214359825,3,6.05023307800293,30.25116539001465
no-vision,vision,2,5000,218,4.36,38,0.76,0,12,1208,19,0.5788300573648301,0.9375,0.9995299279689789,0.9632547079656397,0.899666155082557,2,6.097392511367798,30.48696255683899
no-vision,vision,3,5000,231,4.62,50,1.0,0,21,1208,20,0.5803876460178875,0.8333333333333334,0.9999711513519287,0.9691510806802407,0.8785379455623333,3,6.147220706939697,30.736103534698486
no-vision,vision,4,5000,210,4.2,47,0.9400000000000001,0,16,1208,20,0.5770925018578399,0.88,0.9997858107089996,0.9641790632054267,0.8962914509249189,3,6.210404777526856,31.052023887634277
no-vision,vision,5,5000,242,4.84,41,0.8200000000000001,0,53,1208,26,0.5527685625237402,0.8529411764705882,0.9998534321784973,0.9649040535586983,0.9043700439916772,3,6.375045490264893,31.875227451324463
no-vision,vision,6,5000,250,5.0,35,0.7000000000000001,0,14,1208,20,0.5483836180322565,0.8947368421052632,0.9986494481563568,0.965970903591783,0.8991975207403127,1,6.314938592910766,31.574692964553833
no-vision,vision,8,5000,212,4.24,39,0.7799999999999999,0,16,1208,15,0.542167417953779,0.8076923076923077,0.9999423623085022,0.9711106560646516,0.8877615310212399,2,5.997569799423218,29.98784899711609
no-vision,vision,7,5000,220,4.3999999999999995,25,0.5,0,17,1208,23,0.5361633343245651,0.8333333333333334,0.9996239840984344,0.9661236736523456,0.8931394021089535,3,6.201136779785156,31.00568389892578
no-vision,vision,9,5000,249,4.9799999999999995,35,0.7000000000000001,0,24,1208,29,0.6436297170211706,0.9090909090909091,0.9991336464881897,0.964208137720884,0.8968924078325036,2,6.267645835876465,31.338229179382324
no-vision,vision,10,5000,248,4.96,67,1.34,0,18,1208,22,0.5935702573640474,0.7692307692307693,0.9992488026618958,0.9661042922755092,0.9000654905589078,2,6.313829040527343,31.56914520263672
no-vision,vision,11,5000,242,4.84,33,0.66,0,28,1208,17,0.548128049816753,0.75,0.9993948638439178,0.9676539647541895,0.8929717512445388,3,6.29626612663269,31.481330633163452
no-vision,vision,12,5000,231,4.62,22,0.44,0,39,1208,20,0.5789648634613112,1.0,0.9982093870639801,0.9615250388490553,0.8734864881348747,3,6.289269351959229,31.446346759796143
no-vision,vision,13,5000,235,4.7,44,0.88,0,8,1208,18,0.5985590932023462,0.7307692307692307,0.9998668730258942,0.9712713487349861,0.903320966429272,3,6.07208023071289,30.360401153564453
no-vision,vision,14,5000,210,4.2,29,0.58,0,26,1208,17,0.5755970545002084,1.0,0.9993214309215546,0.9671112455381401,0.8956742120347433,3,6.072866439819336,30.36433219909668
no-vision,vision,15,5000,226,4.52,24,0.48,0,6,1208,20,0.5741373185633322,1.0,0.9996106028556824,0.9745567443461036,0.8855952052314381,3,6.174433755874634,30.87216877937317
no-vision,vision,16,5000,274,5.48,49,0.98,0,33,1208,27,0.569644393454143,0.8333333333333334,0.9991018772125244,0.9658853740128515,0.9152976448161918,2,6.462387657165527,32.31193828582764
no-vision,vision,17,5000,222,4.44,46,0.9199999999999999,0,49,1208,18,0.5979009528224702,0.8095238095238095,0.9997606873512268,0.9624663210104909,0.9000126010762227,3,6.12323522567749,30.61617612838745
no-vision,vision,18,5000,214,4.279999999999999,46,0.9199999999999999,0,4,1208,16,0.6072910697513585,0.8571428571428571,0.9996983110904694,0.9647988463313834,0.8991738822918136,2,6.141752147674561,30.708760738372803
no-vision,vision,19,5000,250,5.0,47,0.9400000000000001,0,32,1208,22,0.5488013053326729,0.9285714285714286,0.999384194612503,0.9627085623863539,0.8905105508476614,3,6.252102899551391,31.260514497756958
no-vision,vision,20,5000,240,4.8,52,1.04,0,56,1208,14,0.5973730837197673,0.8947368421052632,0.9997677803039551,0.9755699178099786,0.9047120796833754,3,6.308931732177735,31.544658660888672
no-vision,vision,21,5000,209,4.18,43,0.86,0,16,1208,24,0.567004257414956,0.8888888888888888,0.9992397427558899,0.9651181226336383,0.9105561009937324,3,6.062664794921875,30.313323974609375
no-vision,vision,22,5000,225,4.5,35,0.7000000000000001,0,17,1208,20,0.5667215645111403,0.8421052631578947,0.9992935955524445,0.965518974398998,0.890138750246208,2,6.088920736312867,30.44460368156433
no-vision,vision,23,5000,244,4.88,31,0.62,0,8,1208,24,0.5608467046982861,0.75,0.9995247721672058,0.9631931989856277,0.9071358216459474,3,6.255011177062988,31.27505588531494
no-vision,vision,24,5000,252,5.04,46,0.9199999999999999,0,16,1208,26,0.5834277387976317,0.8823529411764706,0.9998396933078766,0.9648806095043004,0.8879358920929337,2,6.149327659606934,30.746638298034668
no-vision,vision,25,5000,237,4.74,44,0.88,0,32,1208,18,0.5710262078457893,0.8095238095238095,0.9992209672927856,0.9669789805631434,0.9034317810007815,1,5.990704536437988,29.95352268218994
no-vision,vision,26,5000,235,4.7,32,0.64,0,33,1208,20,0.5340594108513387,0.8125,0.9993041455745697,0.9661045806782529,0.8946495972066029,2,5.971549463272095,29.857747316360474
no-vision,vision,27,5000,253,5.06,37,0.74,0,15,1208,23,0.563337069240575,0.7666666666666667,0.9999457895755768,0.9649896154755728,0.8904807705569247,3,6.1442255020141605,30.7211275100708
no-vision,vision,28,5000,236,4.72,49,0.98,0,18,1208,19,0.5341358024196833,0.8979591836734694,0.9998401999473572,0.9637395145772886,0.866448506478626,3,5.8815351009368895,29.40767550468445
no-vision,vision,29,5000,228,4.5600000000000005,36,0.72,0,15,1208,27,0.5645865374201253,0.8,0.9996744692325592,0.9649546821464396,0.9027513851960891,3,5.758969688415528,28.794848442077637
no-vision,vision,30,5000,221,4.42,48,0.96,0,14,1208,20,0.5797390386524685,1.0,0.9984405040740967,0.9698588860931586,0.9108489013347184,2,5.355663871765136,26.778319358825684
